0
"{""Tweet"":""I'm so fed up with the constant delays, it's infuriating!"",""anger"":true,""anticipation"":true,""disgust"":false,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":true,""surprise"":false,""trust"":false}"
"{""Tweet"":""I'm so fed up with the constant delays! This is beyond frustrating!"",""anger"":true,""anticipation"":true,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""I can't believe the audacity of some people! It's infuriating and makes me question everything."",""anger"":true,""anticipation"":true,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":true,""trust"":false}"
"{""Tweet"":""I'm so fed up with the constant delays, it's infuriating!"",""anger"":true,""anticipation"":true,""disgust"":false,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""I'm so fed up with all the lies, it's infuriating!"",""anger"":true,""anticipation"":false,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""I'm so fed up with all the nonsense around me!"",""anger"":true,""anticipation"":false,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""I'm so fed up with the constant delays! Where's the accountability?"",""anger"":true,""anticipation"":false,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""Why does everything seem to be going wrong today? It's infuriating!"",""anger"":true,""anticipation"":true,""disgust"":false,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":true,""trust"":false}"
"{""Tweet"":""I can't believe how frustrating this situation is! It's really making me angry."",""anger"":true,""anticipation"":true,""disgust"":false,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":true,""trust"":false}"
"{""Tweet"":""Why does everything always go wrong? I'm so fed up with this nonsense!"",""anger"":true,""anticipation"":false,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":false,""surprise"":false,""trust"":false}"
"{""Tweet"":""I'm so fed up with this constant injustice, it makes my blood boil!"",""anger"":true,""anticipation"":false,""disgust"":true,""fear"":false,""joy"":false,""love"":false,""optimism"":false,""pessimism"":true,""sadness"":true,""surprise"":false,""trust"":false}"
